Code,Description
374,Is prescribed lenses a result of cataract surgery?Start: 01/01/1995
375,Was refraction performed?Start: 01/01/1995
376,Was charge for ambulance for a round-trip?Start: 01/01/1995 | Stop: 11/01/2011Notes: Refer to code 453
377,"Was durable medical equipment purchased new or used?Start: 01/01/1995 | Stop: 11/01/2011Notes: Refer to codes 184, 185, 186, 335"
378,Is pacemaker temporary or permanent?Start: 01/01/1995 | Stop: 11/01/2011Notes: Refer to code 340
379,"Were services performed supervised by a physician?Start: 01/01/1995 | Stop: 11/01/2011Notes: Refer to codes 453, 454, 666 & procedure code"
380,CRNA supervision/medical direction.Start: 01/01/1995 | Last Modified: 10/17/2010
381,Is drug generic?Start: 01/01/1995 | Stop: 11/01/2011Notes: Refer to code 216
382,Did provider authorize generic or brand name dispensing?Start: 01/01/1995
383,Nerve block use (surgery vs. pain management)Start: 01/01/1995 | Last Modified: 10/17/2010
384,Is prosthesis/crown/inlay placement an initial placement or a replacement?Start: 01/01/1995
385,Is appliance upper or lower arch & is appliance fixed or removable?Start: 01/01/1995
386,Orthodontic Treatment/Purpose IndicatorStart: 01/01/1995 | Last Modified: 10/17/2010
387,Date patient last examined by entity. Usage: This code requires use of an Entity Code.Start: 02/28/1997 | Last Modified: 07/01/2017
388,Date post-operative care assumedStart: 02/28/1997
389,Date post-operative care relinquishedStart: 02/28/1997
390,Date of most recent medical event necessitating service(s)Start: 02/28/1997
391,Date(s) dialysis conductedStart: 02/28/1997
392,Date(s) of blood transfusion(s)Start: 02/28/1997 | Stop: 11/01/2011
393,Date of previous pacemaker checkStart: 02/28/1997 | Stop: 11/01/2011
394,Date(s) of most recent hospitalization related to serviceStart: 02/28/1997
395,Date entity signed certification/recertification Usage: This code requires use of an Entity Code.Start: 02/28/1997 | Last Modified: 07/01/2017
396,Date home dialysis beganStart: 02/28/1997
397,Date of onset/exacerbation of illness/conditionStart: 02/28/1997
398,Visual field test resultsStart: 02/28/1997
399,"Report of prior testing related to this service, including datesStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 417"
400,Claim is out of balanceStart: 02/28/1997
401,Source of payment is not validStart: 02/28/1997
402,Amount must be greater than zero. Usage: At least one other status code is required to identify which amount element is in error.Start: 02/28/1997 | Last Modified: 07/01/2017
403,Entity referral notes/orders/prescription. Effective 05/01/2018: Entity referral notes/orders/prescription. Usage: this code requires use of an entity code.Start: 02/28/1997 | Last Modified: 11/01/2017
404,"Specific findings, complaints, or symptoms necessitating serviceStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to codes 287, 488"
405,Summary of servicesStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 306
406,Brief medical history as related to service(s)Start: 02/28/1997
407,Complications/mitigating circumstancesStart: 02/28/1997
408,Initial certificationStart: 02/28/1997
409,Medication logs/records (including medication therapy)Start: 02/28/1997
410,Explain differences between treatment plan and patient's conditionStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 297 or other specific report type codes
411,Medical necessity for non-routine service(s)Start: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 287
412,Medical records to substantiate decision of non-coverageStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 297 or other specific report type codes
413,Explain/justify differences between treatment plan and services rendered.Start: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 297 or other specific report type codes
414,Necessity for concurrent care (more than one physician treating the patient)Start: 02/28/1997 | Last Modified: 10/17/2010
415,Justify services outside composite rateStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 287
416,Verification of patient's ability to retain and use informationStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 297 or other specific report type codes
417,"Prior testing, including result(s) and date(s) as related to service(s)Start: 02/28/1997"
418,Indicating why medications cannot be taken orallyStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 297 or other specific report type codes
419,Individual test(s) comprising the panel and the charges for each testStart: 02/28/1997
420,"Name, dosage and medical justification of contrast material used for radiology procedureStart: 02/28/1997"
421,Medical review attachment/information for service(s)Start: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 297 or other specific report type codes
422,Homebound statusStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 575
423,PrognosisStart: 02/28/1997 | Last Modified: 07/09/2007 | Stop: 01/01/2008
424,Statement of non-coverage including itemized billStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 279 & 286
425,Itemize non-covered servicesStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 279 & 286
426,"All current diagnosesStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 255, 232 & 488"
427,Emergency care provided during transportStart: 02/28/1997 | Stop: 11/01/2011
428,Reason for transport by ambulanceStart: 02/28/1997
429,"Loaded miles and charges for transport to nearest facility with appropriate servicesStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to codes 267, 178, 430"
430,Nearest appropriate facilityStart: 02/28/1997
431,Patient's condition/functional status at time of service.Start: 02/28/1997 | Last Modified: 10/17/2010
432,Date benefits exhaustedStart: 02/28/1997
433,Copy of patient revocation of hospice benefitsStart: 02/28/1997
434,Reasons for more than one transfer per entitlement periodStart: 02/28/1997
435,Notice of AdmissionStart: 02/28/1997
436,Short term goalsStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 345
437,Long term goalsStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 345
438,Number of patients attending sessionStart: 02/28/1997 | Stop: 11/01/2011
439,"Size, depth, amount, and type of drainage woundsStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 297 or other specific report type codes"
440,why non-skilled caregiver has not been taught procedureStart: 02/28/1997 | Stop: 11/01/2011
441,Entity professional qualification for service(s)Start: 02/28/1997
442,Modalities of serviceStart: 02/28/1997
443,Initial evaluation reportStart: 02/28/1997
444,Method used to obtain test sampleStart: 02/28/1997 | Stop: 11/01/2011
445,Explain why hearing loss not correctable by hearing aidStart: 02/28/1997 | Stop: 11/01/2011Notes: Refer to code 287
446,Documentation from prior claim(s) related to service(s)Start: 02/28/1997 | Stop: 11/01/2011
447,Plan of teachingStart: 02/28/1997 | Stop: 11/01/2011
448,Invalid billing combination. See STC12 for details. This code should only be used to indicate an inconsistency between two or more data elements on the claim. A detailed explanation is required in STC12 when this code is used.Start: 02/28/1997 | Last Modified: 01/24/2010 | Stop: 01/01/2012
449,Projected date to discontinue service(s)Start: 02/28/1997
450,Awaiting spend down determinationStart: 02/28/1997
451,Preoperative and post-operative diagnosisStart: 02/28/1997
452,Total visits in total number of hours/day and total number of hours/weekStart: 02/28/1997
453,Procedure Code Modifier(s) for Service(s) RenderedStart: 02/28/1997
454,Procedure code for services rendered.Start: 02/28/1997
455,Revenue code for services rendered.Start: 02/28/1997
456,Covered Day(s)Start: 02/28/1997
457,Non-Covered Day(s)Start: 02/28/1997
458,Coinsurance Day(s)Start: 02/28/1997
459,Lifetime Reserve Day(s)Start: 02/28/1997
460,NUBC Condition Code(s)Start: 02/28/1997
461,NUBC Occurrence Code(s) and Date(s)Start: 02/28/1997 | Last Modified: 01/24/2010 | Stop: 01/01/2012
462,NUBC Occurrence Span Code(s) and Date(s)Start: 02/28/1997 | Last Modified: 01/24/2010 | Stop: 01/01/2012
463,NUBC Value Code(s) and/or Amount(s)Start: 02/28/1997 | Last Modified: 01/24/2010 | Stop: 01/01/2012
464,Payer Assigned Claim Control NumberStart: 02/28/1997 | Last Modified: 10/31/2004
465,Principal Procedure Code for Service(s) RenderedStart: 02/28/1997
466,Entity's Original Signature. Usage: This code requires use of an Entity Code.Start: 02/28/1997 | Last Modified: 07/01/2017
467,Entity Signature Date. Usage: This code requires use of an Entity Code.Start: 02/28/1997 | Last Modified: 07/01/2017
468,Patient Signature SourceStart: 02/28/1997
469,Purchase Service ChargeStart: 02/28/1997
470,Was service purchased from another entity? Usage: This code requires use of an Entity Code.Start: 02/28/1997 | Last Modified: 07/01/2017
471,Were services related to an emergency?Start: 02/28/1997
472,Ambulance Run SheetStart: 02/28/1997
473,Missing or invalid lab indicatorStart: 06/30/1998
474,Procedure code and patient gender mismatchStart: 06/30/1998 | Last Modified: 02/29/2000
475,Procedure code not valid for patient ageStart: 06/30/1998 | Last Modified: 02/29/2000
476,Missing or invalid units of serviceStart: 06/30/1998
477,Diagnosis code pointer is missing or invalidStart: 06/30/1998
478,Claim submitter's identifierStart: 06/30/1998 | Last Modified: 01/24/2010
479,Other Carrier payer ID is missing or invalidStart: 06/30/1998
480,Entity's claim filing indicator. Usage: This code requires use of an Entity Code.Start: 06/30/1998 | Last Modified: 07/01/2017
481,Claim/submission format is invalid.Start: 10/31/1998
482,"Date Error, Century MissingStart: 02/28/1999 | Last Modified: 09/20/2009 | Stop: 10/01/2010"
483,Maximum coverage amount met or exceeded for benefit period.Start: 06/30/1999
484,Business Application Currently Not AvailableStart: 02/29/2000
485,"More information available than can be returned in real time mode. Narrow your current search criteria. This change effective September 1, 2017: More information available than can be returned in real-time mode. Narrow your current search criteria.Start: 02/28/2001 | Last Modified: 03/01/2017"
486,Principal Procedure DateStart: 10/31/2001 | Last Modified: 07/01/2009
487,"Claim not found, claim should have been submitted to/through 'entity'. Usage: This code requires use of an Entity Code.Start: 02/28/2002 | Last Modified: 07/01/2017"
488,Diagnosis code(s) for the services rendered.Start: 06/30/2002
489,Attachment Control NumberStart: 10/31/2002
490,Other Procedure Code for Service(s) RenderedStart: 02/28/2003
491,Entity not eligible for encounter submission. Usage: This code requires use of an Entity Code.Start: 02/28/2003 | Last Modified: 07/01/2017
492,Other Procedure DateStart: 02/28/2003
493,Version/Release/Industry ID code not currently supported by information holderStart: 02/28/2003
494,"Real-Time requests not supported by the information holder, resubmit as batch request This change effective September 1, 2017: Real-time requests not supported by the information holder, resubmit as batch requestStart: 02/28/2003 | Last Modified: 03/01/2017"
495,Requests for re-adjudication must reference the newly assigned payer claim control number for this previously adjusted claim. Correct the payer claim control number and re-submit.Start: 10/31/2003
496,Submitter not approved for electronic claim submissions on behalf of this entity. Usage: This code requires use of an Entity Code.Start: 02/29/2004 | Last Modified: 07/01/2017
497,Sales tax not paidStart: 06/30/2004
498,Maximum leave days exhaustedStart: 06/30/2004
499,No rate on file with the payer for this service for this entity Usage: This code requires use of an Entity Code.Start: 06/30/2004 | Last Modified: 07/01/2017
500,Entity's Postal/Zip Code. Usage: This code requires use of an Entity Code.Start: 06/30/2004 | Last Modified: 07/01/2017
501,Entity's State/Province. Usage: This code requires use of an Entity Code.Start: 06/30/2004 | Last Modified: 07/01/2017
502,Entity's City. Usage: This code requires use of an Entity Code.Start: 06/30/2004 | Last Modified: 07/01/2017
503,Entity's Street Address. Usage: This code requires use of an Entity Code.Start: 06/30/2004 | Last Modified: 07/01/2017
504,Entity's Last Name. Usage: This code requires use of an Entity Code.Start: 06/30/2004 | Last Modified: 07/01/2017
505,Entity's First Name. Usage: This code requires use of an Entity Code.Start: 06/30/2004 | Last Modified: 07/01/2017
506,Entity is changing processor/clearinghouse. This claim must be submitted to the new processor/clearinghouse. Usage: This code requires use of an Entity Code.Start: 06/30/2004 | Last Modified: 07/01/2017
507,HCPCSStart: 10/31/2004
508,ICD9 Usage: At least one other status code is required to identify the related procedure code or diagnosis code.Start: 10/31/2004 | Last Modified: 07/01/2017
509,External Cause of Injury Code.Start: 10/31/2004 | Last Modified: 03/01/2016
510,Future date. Usage: At least one other status code is required to identify the data element in error.Start: 10/31/2004 | Last Modified: 07/01/2017
511,Invalid character. Usage: At least one other status code is required to identify the data element in error.Start: 10/31/2004 | Last Modified: 07/01/2017
512,Length invalid for receiver's application system. Usage: At least one other status code is required to identify the data element in error.Start: 10/31/2004 | Last Modified: 07/01/2017
513,HIPPS Rate Code for services RenderedStart: 10/31/2004
514,Entity's Middle Name Usage: This code requires use of an Entity Code.Start: 10/31/2004 | Last Modified: 07/01/2017
515,Managed Care reviewStart: 10/31/2004
516,"Other Entity's Adjudication or Payment/Remittance Date. Usage: An Entity code is required to identify the Other Payer Entity, i.e. primary, secondary.Start: 10/31/2004 | Last Modified: 07/01/2017"
517,Adjusted Repriced Claim Reference NumberStart: 10/31/2004
518,Adjusted Repriced Line item Reference NumberStart: 10/31/2004
519,Adjustment AmountStart: 10/31/2004
520,Adjustment QuantityStart: 10/31/2004
521,Adjustment Reason CodeStart: 10/31/2004
522,Anesthesia Modifying UnitsStart: 10/31/2004
523,Anesthesia Unit CountStart: 10/31/2004
524,Arterial Blood Gas QuantityStart: 10/31/2004
525,Begin Therapy DateStart: 10/31/2004
526,Bundled or Unbundled Line NumberStart: 10/31/2004
527,Certification Condition IndicatorStart: 10/31/2004
528,Certification Period Projected Visit CountStart: 10/31/2004
529,Certification Revision DateStart: 10/31/2004
530,Claim Adjustment IndicatorStart: 10/31/2004
531,Claim Disproportinate Share AmountStart: 10/31/2004
532,Claim DRG AmountStart: 10/31/2004
533,Claim DRG Outlier AmountStart: 10/31/2004
534,Claim ESRD Payment AmountStart: 10/31/2004
535,Claim Frequency CodeStart: 10/31/2004
536,Claim Indirect Teaching AmountStart: 10/31/2004
537,Claim MSP Pass-through AmountStart: 10/31/2004
538,Claim or Encounter IdentifierStart: 10/31/2004
539,Claim PPS Capital AmountStart: 10/31/2004
540,Claim PPS Capital Outlier AmountStart: 10/31/2004
541,Claim Submission Reason CodeStart: 10/31/2004
542,Claim Total Denied Charge AmountStart: 10/31/2004
543,Clearinghouse or Value Added Network TraceStart: 10/31/2004
544,Clinical Laboratory Improvement Amendment (CLIA) NumberStart: 10/31/2004 | Last Modified: 03/01/2018
545,Contract AmountStart: 10/31/2004
546,Contract CodeStart: 10/31/2004
547,Contract PercentageStart: 10/31/2004
548,Contract Type CodeStart: 10/31/2004
549,Contract Version IdentifierStart: 10/31/2004
550,Coordination of Benefits CodeStart: 10/31/2004
551,Coordination of Benefits Total Submitted ChargeStart: 10/31/2004
552,Cost Report Day CountStart: 10/31/2004
553,Covered AmountStart: 10/31/2004
554,Date Claim PaidStart: 10/31/2004
555,Delay Reason CodeStart: 10/31/2004
556,Demonstration Project IdentifierStart: 10/31/2004
557,Diagnosis DateStart: 10/31/2004
558,Discount AmountStart: 10/31/2004
559,Document Control IdentifierStart: 10/31/2004
560,Entity's Additional/Secondary Identifier. Usage: This code requires use of an Entity Code.Start: 10/31/2004 | Last Modified: 07/01/2017
561,Entity's Contact Name. Usage: This code requires use of an Entity Code.Start: 10/31/2004 | Last Modified: 07/01/2017
562,Entity's National Provider Identifier (NPI). Usage: This code requires use of an Entity Code.Start: 10/31/2004 | Last Modified: 07/01/2017
563,Entity's Tax Amount. Usage: This code requires use of an Entity Code.Start: 10/31/2004 | Last Modified: 07/01/2017
564,EPSDT IndicatorStart: 10/31/2004
565,Estimated Claim Due AmountStart: 10/31/2004
566,Exception CodeStart: 10/31/2004
567,Facility Code QualifierStart: 10/31/2004
568,Family Planning IndicatorStart: 10/31/2004
569,Fixed Format InformationStart: 10/31/2004
570,Free Form Message TextStart: 10/31/2004 | Stop: 01/01/2013
571,Frequency CountStart: 10/31/2004
572,Frequency PeriodStart: 10/31/2004
573,Functional Limitation CodeStart: 10/31/2004
574,HCPCS Payable Amount Home HealthStart: 10/31/2004
575,Homebound IndicatorStart: 10/31/2004
576,Immunization Batch NumberStart: 10/31/2004
577,Industry CodeStart: 10/31/2004
578,Insurance Type CodeStart: 10/31/2004
579,Investigational Device Exemption IdentifierStart: 10/31/2004
580,Last Certification DateStart: 10/31/2004
581,Last Worked DateStart: 10/31/2004
582,Lifetime Psychiatric Days CountStart: 10/31/2004
583,Line Item Charge AmountStart: 10/31/2004
584,Line Item Control NumberStart: 10/31/2004
585,Denied Charge or Non-covered ChargeStart: 10/31/2004 | Last Modified: 07/09/2007
586,Line Note TextStart: 10/31/2004
587,Measurement Reference Identification CodeStart: 10/31/2004
588,Medical Record NumberStart: 10/31/2004
589,Provider Accept Assignment CodeStart: 10/31/2004 | Last Modified: 10/17/2010
590,Medicare Coverage IndicatorStart: 10/31/2004
591,Medicare Paid at 100% AmountStart: 10/31/2004
592,Medicare Paid at 80% AmountStart: 10/31/2004
593,Medicare Section 4081 IndicatorStart: 10/31/2004
594,Mental Status CodeStart: 10/31/2004
595,Monthly Treatment CountStart: 10/31/2004
596,Non-covered Charge AmountStart: 10/31/2004
597,Non-payable Professional Component AmountStart: 10/31/2004
598,Non-payable Professional Component Billed AmountStart: 10/31/2004
599,Note Reference CodeStart: 10/31/2004
600,Oxygen Saturation QtyStart: 10/31/2004
601,Oxygen Test Condition CodeStart: 10/31/2004
602,Oxygen Test DateStart: 10/31/2004
603,Old Capital AmountStart: 10/31/2004
604,Originator Application Transaction IdentifierStart: 10/31/2004
605,Orthodontic Treatment Months CountStart: 10/31/2004
606,Paid From Part A Medicare Trust Fund AmountStart: 10/31/2004
607,Paid From Part B Medicare Trust Fund AmountStart: 10/31/2004
608,Paid Service Unit CountStart: 10/31/2004
609,Participation AgreementStart: 10/31/2004
610,Patient Discharge Facility Type CodeStart: 10/31/2004
611,Peer Review Authorization NumberStart: 10/31/2004
612,Per Day Limit AmountStart: 10/31/2004
613,Physician Contact DateStart: 10/31/2004
614,Physician Order DateStart: 10/31/2004
615,Policy Compliance CodeStart: 10/31/2004
616,Policy NameStart: 10/31/2004
617,Postage Claimed AmountStart: 10/31/2004
618,PPS-Capital DSH DRG AmountStart: 10/31/2004
619,PPS-Capital Exception AmountStart: 10/31/2004
620,PPS-Capital FSP DRG AmountStart: 10/31/2004
621,PPS-Capital HSP DRG AmountStart: 10/31/2004
622,PPS-Capital IME AmountStart: 10/31/2004
623,PPS-Operating Federal Specific DRG AmountStart: 10/31/2004
624,PPS-Operating Hospital Specific DRG AmountStart: 10/31/2004
625,Predetermination of Benefits IdentifierStart: 10/31/2004
626,Pregnancy IndicatorStart: 10/31/2004
627,Pre-Tax Claim AmountStart: 10/31/2004
628,Pricing MethodologyStart: 10/31/2004
629,Property Casualty Claim NumberStart: 10/31/2004
630,Referring CLIA NumberStart: 10/31/2004
631,Reimbursement RateStart: 10/31/2004
632,Reject Reason CodeStart: 10/31/2004
633,"Related Causes Code (Accident, auto accident, employment)Start: 10/31/2004 | Last Modified: 10/17/2010"
634,Remark CodeStart: 10/31/2004
635,Repriced Ambulatory Patient Group CodeStart: 10/31/2004
636,Repriced Line Item Reference NumberStart: 10/31/2004
637,Repriced Saving AmountStart: 10/31/2004
638,Repricing Per Diem or Flat Rate AmountStart: 10/31/2004
639,Responsibility AmountStart: 10/31/2004
640,Sales Tax AmountStart: 10/31/2004
641,Service Adjudication or Payment Date. Note: Use code 516.Start: 10/31/2004 | Last Modified: 09/20/2009 | Stop: 10/01/2010
642,Service Authorization Exception CodeStart: 10/31/2004
643,Service Line Paid AmountStart: 10/31/2004
644,Service Line RateStart: 10/31/2004
645,Service Tax AmountStart: 10/31/2004
646,"Ship, Delivery or Calendar Pattern CodeStart: 10/31/2004"
647,Shipped DateStart: 10/31/2004
648,Similar Illness or Symptom DateStart: 10/31/2004
649,Skilled Nursing Facility IndicatorStart: 10/31/2004
650,Special Program IndicatorStart: 10/31/2004
651,State Industrial Accident Provider NumberStart: 10/31/2004
652,Terms Discount PercentageStart: 10/31/2004
653,Test Performed DateStart: 10/31/2004
654,Total Denied Charge AmountStart: 10/31/2004
655,Total Medicare Paid AmountStart: 10/31/2004
656,Total Visits Projected This Certification CountStart: 10/31/2004
657,Total Visits Rendered CountStart: 10/31/2004
658,Treatment CodeStart: 10/31/2004
659,Unit or Basis for Measurement CodeStart: 10/31/2004
660,Universal Product NumberStart: 10/31/2004
661,Visits Prior to Recertification Date Count CR702Start: 10/31/2004
662,X-ray Availability IndicatorStart: 10/31/2004
663,Entity's Group Name. Usage: This code requires use of an Entity Code.Start: 10/31/2004 | Last Modified: 07/01/2017
664,Orthodontic Banding DateStart: 10/31/2004
665,Surgery DateStart: 10/31/2004
666,Surgical Procedure CodeStart: 10/31/2004
667,"Real-Time requests not supported by the information holder, do not resubmit This change effective September 1, 2017: Real-time requests not supported by the information holder, do not resubmitStart: 02/28/2005 | Last Modified: 03/01/2017"
668,Missing Endodontics treatment history and prognosisStart: 06/30/2005
669,Dental service narrative needed.Start: 10/31/2005
670,"Funds applied from a consumer spending account such as consumer directed/driven health plan (CDHP), Health savings account (H S A) and or other similar accountsStart: 06/30/2006 | Last Modified: 02/28/2007"
671,"Funds may be available from a consumer spending account such as consumer directed/driven health plan (CDHP), Health savings account (H S A) and or other similar accountsStart: 06/30/2006 | Last Modified: 02/28/2007"
672,Other Payer's payment information is out of balanceStart: 10/31/2006
673,Patient Reason for VisitStart: 10/31/2006
674,Authorization exceededStart: 10/31/2006
675,Facility admission through discharge datesStart: 10/31/2006
676,Entity possibly compensated by facility. Usage: This code requires use of an Entity Code.Start: 10/31/2004 | Last Modified: 07/01/2017
677,Entity not affiliated. Usage: This code requires use of an Entity Code.Start: 10/31/2004 | Last Modified: 07/01/2017
678,Revenue code and patient gender mismatchStart: 10/31/2006
679,Submit newborn services on mother's claimStart: 10/31/2006
680,Entity's Country. Usage: This code requires use of an Entity Code.Start: 10/31/2004 | Last Modified: 07/01/2017
681,Claim currency not supportedStart: 10/31/2006
682,Cosmetic procedureStart: 02/28/2007
683,Awaiting Associated Hospital ClaimsStart: 02/28/2007
684,Rejected. Syntax error noted for this claim/service/inquiry. See Functional or Implementation Acknowledgement for details. (Usage: Only for use to reject claims or status requests in transactions that were 'accepted with errors' on a 997 or 999 Acknowledgement.)Start: 11/05/2007 | Last Modified: 07/01/2017
685,"Claim could not complete adjudication in real time. Claim will continue processing in a batch mode. Do not resubmit. This change effective September 1, 2017: Claim could not complete adjudication in real-time. Claim will continue processing in a batch mode. Do not resubmit.Start: 01/27/2008 | Last Modified: 03/01/2017"
686,The claim/ encounter has completed the adjudication cycle and the entire claim has been voidedStart: 01/27/2008
687,"Claim estimation can not be completed in real time. Do not resubmit. This change effective September 1, 2017: Claim predetermination/estimation could not be completed in real-time. Do not resubmit.Start: 01/27/2008 | Last Modified: 03/01/2017"
688,Present on Admission Indicator for reported diagnosis code(s).Start: 01/27/2008
689,Entity was unable to respond within the expected time frame. Usage: This code requires use of an Entity Code.Start: 06/01/2008 | Last Modified: 07/01/2017
690,"Multiple claims or estimate requests cannot be processed in real time. This change effective September 1, 2017: Multiple claims or estimate requests cannot be processed in real-time.Start: 06/01/2008 | Last Modified: 03/01/2017"
691,"Multiple claim status requests cannot be processed in real time. This change effective September 1, 2017: Multiple claim status requests cannot be processed in real-time.Start: 06/01/2008 | Last Modified: 03/01/2017"
692,Contracted funding agreement-Subscriber is employed by the provider of servicesStart: 09/21/2008
693,Amount must be greater than or equal to zero. Usage: At least one other status code is required to identify which amount element is in error.Start: 01/25/2009 | Last Modified: 07/01/2017
694,Amount must not be equal to zero. Usage: At least one other status code is required to identify which amount element is in error.Start: 01/25/2009 | Last Modified: 07/01/2017
695,Entity's Country Subdivision Code. Usage: This code requires use of an Entity Code.Start: 01/25/2009 | Last Modified: 07/01/2017
696,Claim Adjustment Group Code.Start: 01/25/2009
697,Invalid Decimal Precision. Usage: At least one other status code is required to identify the data element in error.Start: 07/01/2009 | Last Modified: 07/01/2017
698,Form Type IdentificationStart: 07/01/2009
699,Question/Response from Supporting Documentation FormStart: 07/01/2009
700,ICD10. Usage: At least one other status code is required to identify the related procedure code or diagnosis code.Start: 07/01/2009 | Last Modified: 07/01/2017
701,Initial Treatment DateStart: 07/01/2009
702,Repriced Claim Reference NumberStart: 11/01/2009
703,Advanced Billing Concepts (ABC) codeStart: 01/24/2010
704,Claim Note TextStart: 01/24/2010
705,Repriced Allowed AmountStart: 01/24/2010
706,Repriced Approved AmountStart: 01/24/2010
707,Repriced Approved Ambulatory Patient Group AmountStart: 01/24/2010
708,Repriced Approved Revenue CodeStart: 01/24/2010
709,Repriced Approved Service Unit CountStart: 01/24/2010
710,Line Adjudication Information. Usage: At least one other status code is required to identify the data element in error.Start: 01/24/2010 | Last Modified: 07/01/2017
711,Stretcher purposeStart: 01/24/2010
712,Obstetric Additional UnitsStart: 01/24/2010
713,Patient Condition DescriptionStart: 01/24/2010
714,Care Plan Oversight NumberStart: 01/24/2010
715,Acute Manifestation DateStart: 01/24/2010
716,Repriced Approved DRG CodeStart: 01/24/2010
717,This claim has been split for processing.Start: 01/24/2010
718,Claim/service not submitted within the required timeframe (timely filing).Start: 01/24/2010
719,NUBC Occurrence Code(s)Start: 01/24/2010
720,NUBC Occurrence Code Date(s)Start: 01/24/2010
721,NUBC Occurrence Span Code(s)Start: 01/24/2010
722,NUBC Occurrence Span Code Date(s)Start: 01/24/2010
723,Drug days supplyStart: 01/24/2010
724,Drug dosage. This change effective 5/01/2017: Drug QuantityStart: 01/24/2010 | Last Modified: 11/01/2016
725,NUBC Value Code(s)Start: 01/24/2010
726,NUBC Value Code Amount(s)Start: 01/24/2010
727,Accident dateStart: 01/24/2010
728,Accident stateStart: 01/24/2010
729,Accident descriptionStart: 01/24/2010
730,Accident causeStart: 01/24/2010
731,Measurement value/test resultStart: 01/24/2010
732,Information submitted inconsistent with billing guidelines. Usage: At least one other status code is required to identify the inconsistent information.Start: 01/24/2010 | Last Modified: 07/01/2017
733,Prefix for entity's contract/member number.Start: 01/24/2010
734,Verifying premium paymentStart: 06/06/2010
735,This service/claim is included in the allowance for another service or claim.Start: 06/06/2010
736,A related or qualifying service/claim has not been received/adjudicated.Start: 06/06/2010
737,Current Dental Terminology (CDT) CodeStart: 06/06/2010
738,Home Infusion EDI Coalition (HEIC) Product/Service CodeStart: 06/06/2010
739,Jurisdiction Specific Procedure or Supply CodeStart: 06/06/2010
740,Drop-Off LocationStart: 06/06/2010
741,Entity must be a person. Usage: This code requires use of an Entity Code.Start: 06/06/2010 | Last Modified: 07/01/2017
742,Payer Responsibility Sequence Number CodeStart: 06/06/2010
743,Entity's credential/enrollment information. Usage: This code requires use of an Entity Code.Start: 10/17/2010 | Last Modified: 07/01/2017
744,Services/charges related to the treatment of a hospital-acquired condition or preventable medical error.Start: 10/17/2010
745,Identifier Qualifier Usage: At least one other status code is required to identify the specific identifier qualifier in error.Start: 10/17/2010 | Last Modified: 07/01/2017
746,Duplicate Submission Usage: use only at the information receiver level in the Health Care Claim Acknowledgement transaction.Start: 10/17/2010 | Last Modified: 07/01/2017
747,Hospice Employee IndicatorStart: 10/17/2010
748,Corrected Data Usage: Requires a second status code to identify the corrected data.Start: 10/17/2010 | Last Modified: 07/01/2017
749,Date of Injury/IllnessStart: 10/17/2010
750,Auto Accident State or Province CodeStart: 10/17/2010 | Last Modified: 01/30/2011
751,Ambulance Pick-up State or Province CodeStart: 10/17/2010 | Last Modified: 01/30/2011
752,Ambulance Drop-off State or Province CodeStart: 10/17/2010 | Last Modified: 01/30/2011
753,Co-pay status code.Start: 01/30/2011
754,Entity Name Suffix. Usage: This code requires the use of an Entity Code.Start: 01/30/2011 | Last Modified: 07/01/2017
755,Entity's primary identifier. Usage: This code requires the use of an Entity Code.Start: 01/30/2011 | Last Modified: 07/01/2017
756,Entity's Received Date. Usage: This code requires the use of an Entity Code.Start: 01/30/2011 | Last Modified: 07/01/2017
757,Last seen date.Start: 01/30/2011
758,Repriced approved HCPCS code.Start: 01/30/2011
759,Round trip purpose description.Start: 01/30/2011
760,Tooth status code.Start: 01/30/2011
761,Entity's referral number. Usage: This code requires the use of an Entity Code.Start: 01/30/2011 | Last Modified: 07/01/2017
762,Locum Tenens Provider Identifier. Code must be used with Entity Code 82 - Rendering ProviderStart: 01/20/2013
763,Ambulance Pickup ZipCodeStart: 01/20/2013
764,Professional charges are non covered.Start: 06/02/2013
765,Institutional charges are non covered.Start: 06/02/2013
766,Services were performed during a Health Insurance Exchange (HIX) premium payment grace period.Start: 11/01/2013
